ID;NumberZ;Shifr;Napr;Prof;Uroven;FormaOb;Fin;Zach;Sogl
BA9C5BA7-E706-4E58-B50B-30AB9DC42F3E;2230;38.00.01;Экономика;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
15A9F8B7-9772-46ED-8A44-20B48B322BB4;1505;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
15A9F8B7-9772-46ED-8A44-20B48B322BB4;1505;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
15A9F8B7-9772-46ED-8A44-20B48B322BB4;1505;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;03.00.02;Физика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Очная форма;С оплатой обучения;0;0
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Очная форма;Бюджетные места;1;1
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;03.00.02;Физика;;Бакалавриат;Очная форма;Бюджетные места;0;0
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;27.00.04;Управление в технических системах;;Бакалавриат;Очная форма;Бюджетные места;0;0
8E40990A-3E5A-44A8-82D9-02B2B27A2E05;1115;27.00.04;Управление в технических системах;;Бакалавриат;Очная форма;С оплатой обучения;0;0
F51926CB-D3A5-44D7-8EC6-40084A42E1DF;2153;38.00.01;Экономика;;Магистратура;Заочная форма;С оплатой обучения;1;1
80E2D4E8-0162-4EB2-B3A2-F5E736FB8BC7;794;42.00.01;Реклама и связи с общественностью;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
80E2D4E8-0162-4EB2-B3A2-F5E736FB8BC7;794;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;0;0
80E2D4E8-0162-4EB2-B3A2-F5E736FB8BC7;794;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
E809578A-C693-4AEC-B897-DD63E275E2E1;3195;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;Бюджетные места;1;1
A312DD83-FB75-400C-BAE8-039167BFCE81;2903;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;0;0
A312DD83-FB75-400C-BAE8-039167BFCE81;2903;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
A5DA061B-6B6F-4657-95ED-CF8452FBB391;1926;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;С оплатой обучения;0;0
A5DA061B-6B6F-4657-95ED-CF8452FBB391;1926;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;Бюджетные места;1;1
A5DA061B-6B6F-4657-95ED-CF8452FBB391;1926;44.00.02;Психолого-педагогическое образование;;Магистратура;Очная форма;Бюджетные места;0;0
DB10F40D-CF45-47EE-8414-80D5E6EF6C3B;329;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;0;0
DB10F40D-CF45-47EE-8414-80D5E6EF6C3B;329;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
CC6BE96A-36F7-4EE6-8745-7AC9A31A0C9F;2523;19.00.04;Технология продукции и организация общественного питания;;Бакалавриат;Очная форма;Бюджетные места;0;0
CC6BE96A-36F7-4EE6-8745-7AC9A31A0C9F;2523;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
594DCAFC-9788-4781-96BA-3CB11C7B224D;844;38.00.02;Менеджмент;;Магистратура;Очно-заочная (вечерняя);Бюджетные места;1;1
505792FF-69B2-453C-BE6D-2605A07B9C72;2942;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;Бюджетные места;1;1
E3CE87D8-0B03-4DB2-AA41-FA01B0AEFA66;2009;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
E3CE87D8-0B03-4DB2-AA41-FA01B0AEFA66;2009;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
E3CE87D8-0B03-4DB2-AA41-FA01B0AEFA66;2009;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
58C66EE4-8C82-4323-9F63-8F972C3A8D78;2838;03.00.02;Физика;;Магистратура;Очная форма;Бюджетные места;1;1
58C66EE4-8C82-4323-9F63-8F972C3A8D78;2838;01.00.02;Прикладная математика и информатика;;Магистратура;Очная форма;Бюджетные места;0;0
19BF86D1-F166-4CB8-A1E9-49435EC96292;1295;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
19BF86D1-F166-4CB8-A1E9-49435EC96292;1295;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
19BF86D1-F166-4CB8-A1E9-49435EC96292;1295;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
A1153A5D-EE3F-4948-B74B-FA2F086C477C;1299;44.00.01;Педагогическое образование;Дошкольное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
A1153A5D-EE3F-4948-B74B-FA2F086C477C;1299;44.00.01;Педагогическое образование;Начальное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;1;1
A1153A5D-EE3F-4948-B74B-FA2F086C477C;1299;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
8BAC6E84-BAEA-4FA9-9327-DA5013D7022D;2151;44.00.02;Психолого-педагогическое образование;Психология образования;Бакалавриат;Заочная форма;С оплатой обучения;0;0
8BAC6E84-BAEA-4FA9-9327-DA5013D7022D;2151;44.00.02;Психолого-педагогическое образование;Психология образования;Бакалавриат;Заочная форма;Бюджетные места;0;1
8BAC6E84-BAEA-4FA9-9327-DA5013D7022D;2151;37.00.01;Психология;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
1F830C9A-FAB1-4C0F-9556-2C2B959906C2;985;44.00.05;Педагогическое образование (с двумя профилями подготовки);Иностранные языки;Бакалавриат;Очная форма;Бюджетные места;1;1
1F830C9A-FAB1-4C0F-9556-2C2B959906C2;985;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Очная форма;Бюджетные места;0;0
08181123-8F9E-4956-80AD-927ED42FCAD0;371;03.00.02;Физика;;Магистратура;Очная форма;Бюджетные места;0;0
08181123-8F9E-4956-80AD-927ED42FCAD0;371;01.00.02;Прикладная математика и информатика;;Магистратура;Очная форма;Бюджетные места;1;1
08181123-8F9E-4956-80AD-927ED42FCAD0;371;38.00.02;Менеджмент;;Магистратура;Очно-заочная (вечерняя);С оплатой обучения;0;0
A116DF2F-692C-476B-9043-87A6E36FB557;190;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;1;1
A116DF2F-692C-476B-9043-87A6E36FB557;190;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Очная форма;С оплатой обучения;0;0
A116DF2F-692C-476B-9043-87A6E36FB557;190;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
2D2A354F-8D70-4547-96B9-9CDDEC3B214D;560;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;0;0
2D2A354F-8D70-4547-96B9-9CDDEC3B214D;560;43.00.02;Туризм;;Бакалавриат;Очная форма;Бюджетные места;0;0
2D2A354F-8D70-4547-96B9-9CDDEC3B214D;560;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
2D2A354F-8D70-4547-96B9-9CDDEC3B214D;560;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;1;1
8D413789-5856-418F-9483-BD944D4C9533;2693;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;С оплатой обучения;1;1
EE2D58F6-18DC-4A1B-A532-96FF08278479;661;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Целевой прием;1;1
EE2D58F6-18DC-4A1B-A532-96FF08278479;661;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
EE2D58F6-18DC-4A1B-A532-96FF08278479;661;44.00.01;Педагогическое образование;Начальное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
EE2D58F6-18DC-4A1B-A532-96FF08278479;661;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
1CE6403F-E2F5-408F-8A07-EE323BED3EC2;711;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
1CE6403F-E2F5-408F-8A07-EE323BED3EC2;711;44.00.01;Педагогическое образование;Математика;Бакалавриат;Очная форма;Бюджетные места;0;0
1CE6403F-E2F5-408F-8A07-EE323BED3EC2;711;44.00.05;Педагогическое образование (с двумя профилями подготовки);Изобразительное искусство и дополнительное образование;Бакалавриат;Очная форма;Бюджетные места;1;1
28A222C4-44DB-4A3A-AFD2-4CA614B452FF;525;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Очная форма;С оплатой обучения;1;1
28A222C4-44DB-4A3A-AFD2-4CA614B452FF;525;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
02F44677-A10A-4E53-8DBC-DD43ED134171;2570;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
02F44677-A10A-4E53-8DBC-DD43ED134171;2570;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
02F44677-A10A-4E53-8DBC-DD43ED134171;2570;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
969A549B-4814-41E2-AB77-2C1A1D66EFD1;1084;38.00.02;Менеджмент;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
969A549B-4814-41E2-AB77-2C1A1D66EFD1;1084;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
969A549B-4814-41E2-AB77-2C1A1D66EFD1;1084;38.00.01;Экономика;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
839CBE3C-2FFF-4109-B24C-D5A3967FB069;330;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;0;0
839CBE3C-2FFF-4109-B24C-D5A3967FB069;330;44.00.01;Педагогическое образование;Начальное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;1;1
839CBE3C-2FFF-4109-B24C-D5A3967FB069;330;39.00.02;Социальная работа;;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
2E26424D-96D6-4E45-9BF3-E44C239CF898;112;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;0;0
2E26424D-96D6-4E45-9BF3-E44C239CF898;112;44.00.05;Педагогическое образование (с двумя профилями подготовки);История и обществознание;Бакалавриат;Заочная форма;Бюджетные места;0;0
2E26424D-96D6-4E45-9BF3-E44C239CF898;112;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
2E26424D-96D6-4E45-9BF3-E44C239CF898;112;39.00.02;Социальная работа;;Бакалавриат;Заочная форма;Бюджетные места;0;0
6F82CD39-F256-4E4C-9D83-02F843CF2C7C;2360;38.00.01;Экономика;;Магистратура;Заочная форма;С оплатой обучения;1;1
ECE4F828-38E5-44CC-8EF0-709217CA9D90;735;37.00.01;Психология;;Бакалавриат;Очная форма;Бюджетные места;0;0
ECE4F828-38E5-44CC-8EF0-709217CA9D90;735;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
ECE4F828-38E5-44CC-8EF0-709217CA9D90;735;44.00.03;Специальное (дефектологическое) образование;Специальная психология: сопровождение образования лиц с особыми потребностями;Бакалавриат;Очная форма;Бюджетные места;0;0
61E941B7-2F6D-4BA5-A885-B81C75C7DA60;1613;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;1;1
61E941B7-2F6D-4BA5-A885-B81C75C7DA60;1613;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;Бюджетные места;0;0
61E941B7-2F6D-4BA5-A885-B81C75C7DA60;1613;44.00.03;Специальное (дефектологическое) образование;Специальная психология: сопровождение образования лиц с особыми потребностями;Бакалавриат;Очная форма;Бюджетные места;0;0
2C1F91E0-E3DB-43F4-A447-E977B9C98E95;2830;44.00.01;Педагогическое образование;Теория и методика обучения и воспитания (социальное воспитание в общеобразовательной и высшей школе);Кадры высшей квалификации;Заочная форма;С оплатой обучения;1;1
4F5E3A68-8944-41C9-BE60-3A9E934BF593;2245;03.00.02;Физика;;Бакалавриат;Очная форма;Бюджетные места;0;0
4F5E3A68-8944-41C9-BE60-3A9E934BF593;2245;20.00.01;Техносферная безопасность;;Бакалавриат;Очная форма;Бюджетные места;1;1
4F5E3A68-8944-41C9-BE60-3A9E934BF593;2245;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
47FA8B02-B248-46DC-92B4-256F0A366B4A;1743;29.00.02;Технологии и проектирование текстильных изделий;;Бакалавриат;Очная форма;Бюджетные места;1;1
DA399CCA-4905-435E-B327-D351F58FBA80;1682;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
889D1679-EA23-46EB-B215-6CFCA855BD74;2184;39.00.02;Социальная работа;;Бакалавриат;Заочная форма;Бюджетные места;0;0
889D1679-EA23-46EB-B215-6CFCA855BD74;2184;44.00.05;Педагогическое образование (с двумя профилями подготовки);История и обществознание;Бакалавриат;Заочная форма;Бюджетные места;1;1
889D1679-EA23-46EB-B215-6CFCA855BD74;2184;44.00.05;Педагогическое образование (с двумя профилями подготовки);История и обществознание;Бакалавриат;Заочная форма;С оплатой обучения;0;0
889D1679-EA23-46EB-B215-6CFCA855BD74;2184;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;0;0
5149A62F-1192-4061-86B4-0865FD0964C2;1239;29.00.01;Технология изделий легкой промышленности;;Магистратура;Очная форма;Бюджетные места;1;1
5149A62F-1192-4061-86B4-0865FD0964C2;1239;54.00.01;Дизайн;;Магистратура;Очно-заочная (вечерняя);С оплатой обучения;0;0
C7DC0261-4093-49C9-A476-34C00314D0AD;418;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
C7DC0261-4093-49C9-A476-34C00314D0AD;418;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
73B5309D-4F48-465F-9C08-C591B37C1041;346;38.00.02;Менеджмент;;Бакалавриат;Очная форма;С оплатой обучения;0;0
73B5309D-4F48-465F-9C08-C591B37C1041;346;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;С оплатой обучения;0;0
73B5309D-4F48-465F-9C08-C591B37C1041;346;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
73B5309D-4F48-465F-9C08-C591B37C1041;346;44.00.01;Педагогическое образование;Начальное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;1;1
73B5309D-4F48-465F-9C08-C591B37C1041;346;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
B8CCA270-3313-4524-8B40-35829C9A3403;343;44.00.02;Психолого-педагогическое образование;Психология и педагогика воспитательной деятельности;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
B8CCA270-3313-4524-8B40-35829C9A3403;343;29.00.05;Конструирование изделий легкой промышленности;;Бакалавриат;Очная форма;Бюджетные места;0;0
B8CCA270-3313-4524-8B40-35829C9A3403;343;44.00.02;Психолого-педагогическое образование;Психология образования;Бакалавриат;Заочная форма;Бюджетные места;1;1
B8CCA270-3313-4524-8B40-35829C9A3403;343;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;Бюджетные места;0;0
B8CCA270-3313-4524-8B40-35829C9A3403;343;44.00.02;Психолого-педагогическое образование;Психология образования;Бакалавриат;Заочная форма;С оплатой обучения;0;0
D5B0F4C4-2B84-4A1B-A5CB-2D1EDB49373B;75;54.00.01;Дизайн;;Бакалавриат;Очная форма;Бюджетные места;0;0
D5B0F4C4-2B84-4A1B-A5CB-2D1EDB49373B;75;44.00.05;Педагогическое образование (с двумя профилями подготовки);Изобразительное искусство и дополнительное образование;Бакалавриат;Заочная форма;Бюджетные места;1;1
D5B0F4C4-2B84-4A1B-A5CB-2D1EDB49373B;75;54.00.03;Искусство костюма и текстиля;;Бакалавриат;Очная форма;Бюджетные места;0;0
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;1;1
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;46.00.01;История;;Бакалавриат;Очная форма;С оплатой обучения;0;NULL
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;46.00.01;История;;Бакалавриат;Очная форма;Бюджетные места;0;0
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;39.00.02;Социальная работа;;Бакалавриат;Очная форма;С оплатой обучения;0;NULL
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
64DA18BC-2A64-4405-AF34-5C5B749F8AA4;30;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;0;NULL
A9A90606-38C6-41F3-80BE-73715ADDE419;1109;29.00.02;Технологии и проектирование текстильных изделий;;Бакалавриат;Очная форма;Бюджетные места;0;0
A9A90606-38C6-41F3-80BE-73715ADDE419;1109;29.00.05;Конструирование изделий легкой промышленности;;Бакалавриат;Очная форма;Бюджетные места;0;0
A9A90606-38C6-41F3-80BE-73715ADDE419;1109;29.00.04;Технология художественной обработки материалов;;Бакалавриат;Очная форма;Бюджетные места;1;1
51CC16C4-CC5F-4999-925A-17C59D90EC24;2081;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
51CC16C4-CC5F-4999-925A-17C59D90EC24;2081;39.00.02;Социальная работа;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
51CC16C4-CC5F-4999-925A-17C59D90EC24;2081;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;Бюджетные места;1;1
51CC16C4-CC5F-4999-925A-17C59D90EC24;2081;42.00.01;Реклама и связи с общественностью;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
51CC16C4-CC5F-4999-925A-17C59D90EC24;2081;39.00.02;Социальная работа;;Бакалавриат;Заочная форма;Бюджетные места;0;0
B09DA49E-1D23-469F-9DA9-2E717F05BFF2;2437;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
B09DA49E-1D23-469F-9DA9-2E717F05BFF2;2437;15.00.02;Технологические машины и оборудование;;Бакалавриат;Очная форма;Бюджетные места;1;1
B09DA49E-1D23-469F-9DA9-2E717F05BFF2;2437;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
DD78B852-75F3-44E5-856A-56CBAA216257;2842;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
EE8E0107-4918-4B5B-B737-FC9C8121C180;31;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Заочная форма;Бюджетные места;1;1
EE8E0107-4918-4B5B-B737-FC9C8121C180;31;12.00.04;Биотехнические системы и технологии;;Бакалавриат;Заочная форма;Бюджетные места;0;0
EE8E0107-4918-4B5B-B737-FC9C8121C180;31;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;Бюджетные места;0;0
CD49FEBE-6CC7-49B7-931A-A0E88213A164;2513;54.00.02;Декоративно-прикладное искусство и народные промыслы;;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
215EBD6D-AC9B-47A7-852E-42F89F41D3AC;1162;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Очная форма;Бюджетные места;0;0
215EBD6D-AC9B-47A7-852E-42F89F41D3AC;1162;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
215EBD6D-AC9B-47A7-852E-42F89F41D3AC;1162;42.00.02;Журналистика;;Бакалавриат;Очная форма;Бюджетные места;1;1
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;44.00.02;Психолого-педагогическое образование;;Магистратура;Очная форма;С оплатой обучения;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;37.00.01;Психология;;Магистратура;Заочная форма;С оплатой обучения;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;37.00.01;Психология;;Магистратура;Заочная форма;Бюджетные места;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;С оплатой обучения;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;37.00.01;Психология;;Магистратура;Очная форма;Бюджетные места;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;44.00.02;Психолого-педагогическое образование;;Магистратура;Очная форма;Бюджетные места;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;37.00.01;Психология;;Магистратура;Очная форма;С оплатой обучения;0;0
0BBBE270-451C-4D20-8A9D-9885EF7761C9;1607;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;Бюджетные места;1;1
8C56BBAE-E36A-4F1A-8F25-526D7AE69417;625;38.00.01;Экономика;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
9764AB9E-79C4-40A2-A098-347EDABF0827;1995;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
8C8FFD4A-70E9-432E-8A6C-2FBAC75B635A;1149;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
8C8FFD4A-70E9-432E-8A6C-2FBAC75B635A;1149;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
8C8FFD4A-70E9-432E-8A6C-2FBAC75B635A;1149;10.00.01;Информационная безопасность;;Бакалавриат;Очная форма;Бюджетные места;0;0
2F402B70-834F-4BBA-A860-4C46AA3AA11A;1196;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
2F402B70-834F-4BBA-A860-4C46AA3AA11A;1196;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
2F402B70-834F-4BBA-A860-4C46AA3AA11A;1196;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
03D9DAF2-9C8B-44F6-8857-0525D205AA4F;1770;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
03D9DAF2-9C8B-44F6-8857-0525D205AA4F;1770;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
5457AC75-E709-4348-9659-3A999C0095D8;1567;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
5457AC75-E709-4348-9659-3A999C0095D8;1567;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
43FCB397-F57F-4BD3-ABB5-B18BEBC745E7;2810;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;0;0
43FCB397-F57F-4BD3-ABB5-B18BEBC745E7;2810;43.00.02;Туризм;;Бакалавриат;Очная форма;Бюджетные места;0;0
43FCB397-F57F-4BD3-ABB5-B18BEBC745E7;2810;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
2AD67265-7A01-464D-8F26-FF8A98DE33E6;1211;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;0;0
2AD67265-7A01-464D-8F26-FF8A98DE33E6;1211;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
2AD67265-7A01-464D-8F26-FF8A98DE33E6;1211;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
2AD67265-7A01-464D-8F26-FF8A98DE33E6;1211;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;44.00.01;Педагогическое образование;Начальное образование;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;1;1
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;54.00.01;Дизайн;;Бакалавриат;Очная форма;Бюджетные места;0;0
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;44.00.05;Педагогическое образование (с двумя профилями подготовки);Начальное образование и организатор детского движения;Бакалавриат;Очная форма;Бюджетные места;0;0
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;44.00.05;Педагогическое образование (с двумя профилями подготовки);Изобразительное искусство и дополнительное образование;Бакалавриат;Заочная форма;Бюджетные места;0;0
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;44.00.05;Педагогическое образование (с двумя профилями подготовки);Изобразительное искусство и дополнительное образование;Бакалавриат;Очная форма;Бюджетные места;0;0
64954BD0-B89E-4138-BA82-3E68DE191A7A;550;44.00.05;Педагогическое образование (с двумя профилями подготовки);Изобразительное искусство и дополнительное образование;Бакалавриат;Заочная форма;С оплатой обучения;0;0
972530C1-324C-424F-AF5E-E43834EE79D2;2458;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
972530C1-324C-424F-AF5E-E43834EE79D2;2458;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
5D8D4684-3F6D-4DE1-A225-858090C0AFF5;436;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
5D8D4684-3F6D-4DE1-A225-858090C0AFF5;436;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Очная форма;Бюджетные места;1;1
5D8D4684-3F6D-4DE1-A225-858090C0AFF5;436;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
08613887-AACB-43AA-B854-8DF87DA99B6C;619;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
08613887-AACB-43AA-B854-8DF87DA99B6C;619;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
08613887-AACB-43AA-B854-8DF87DA99B6C;619;15.00.02;Технологические машины и оборудование;;Бакалавриат;Очная форма;Бюджетные места;1;1
EAAC7769-A05F-4D2D-A02A-1A17358FDF5C;2047;46.00.01;История;;Бакалавриат;Очная форма;С оплатой обучения;0;0
EAAC7769-A05F-4D2D-A02A-1A17358FDF5C;2047;46.00.01;История;;Бакалавриат;Очная форма;Бюджетные места;0;0
EAAC7769-A05F-4D2D-A02A-1A17358FDF5C;2047;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;1;1
